timestamp            us  sy  id  wa  hi  si 
2025-09-27 13:35:30  1   10  88  0   0   0  
2025-09-27 13:35:30  1   15  83  0   0   0  
2025-09-27 13:35:30  1   15  84  0   0   0  
2025-09-27 13:35:31  1   11  88  0   0   0  
2025-09-27 13:35:31  1   15  84  0   0   0  
2025-09-27 13:35:31  1   15  84  0   0   0  
2025-09-27 13:35:32  1   12  87  0   0   0  
2025-09-27 13:35:32  1   10  89  0   0   0  
2025-09-27 13:35:32  1   16  83  0   0   0  
2025-09-27 13:35:33  1   16  82  0   0   0  
2025-09-27 13:35:33  1   12  87  0   0   0  
2025-09-27 13:35:33  1   15  84  0   0   0  
2025-09-27 13:35:34  1   15  84  0   0   0  
2025-09-27 13:35:34  1   12  88  0   0   0  
2025-09-27 13:35:34  1   15  83  0   0   0  
2025-09-27 13:35:35  2   17  82  0   0   0  
2025-09-27 13:35:35  2   17  82  0   0   0  
2025-09-27 13:35:35  1   12  87  0   0   0  
2025-09-27 13:35:36  1   16  82  0   0   0  
2025-09-27 13:35:36  1   16  83  0   0   0  
2025-09-27 13:35:36  1   12  87  0   0   0  
2025-09-27 13:35:37  1   15  84  0   0   0  
2025-09-27 13:35:37  1   15  84  0   0   0  
2025-09-27 13:35:37  1   11  88  0   0   0  
2025-09-27 13:35:38  1   16  83  0   0   0  
2025-09-27 13:35:38  1   16  83  0   0   0  
2025-09-27 13:35:38  1   16  83  0   0   0  
2025-09-27 13:35:39  1   14  85  0   0   0  
2025-09-27 13:35:39  1   16  83  0   0   0  
2025-09-27 13:35:39  1   16  83  0   0   0  
2025-09-27 13:35:40  1   10  89  0   0   0  
2025-09-27 13:35:40  1   15  84  0   0   0  
2025-09-27 13:35:40  1   15  84  0   0   0  
2025-09-27 13:35:41  1   12  88  0   0   0  
2025-09-27 13:35:41  1   14  85  0   0   0  
2025-09-27 13:35:41  1   15  83  0   0   0  
2025-09-27 13:35:42  1   13  86  0   0   0  
2025-09-27 13:35:42  1   11  88  0   0   0  
2025-09-27 13:35:42  1   16  83  0   0   0  
2025-09-27 13:35:43  1   16  83  0   0   0  
2025-09-27 13:35:43  1   13  87  0   0   0  
2025-09-27 13:35:43  1   15  83  0   0   0  
2025-09-27 13:35:44  1   15  83  0   0   0  
2025-09-27 13:35:44  1   12  87  0   0   0  
2025-09-27 13:35:44  1   15  84  0   0   0  
2025-09-27 13:35:45  1   17  81  0   0   0  
2025-09-27 13:35:45  1   18  81  0   0   0  
2025-09-27 13:35:46  1   11  88  0   0   0  
2025-09-27 13:35:46  2   17  82  0   0   0  
2025-09-27 13:35:46  2   16  82  0   0   0  
2025-09-27 13:35:47  1   14  85  0   0   0  
2025-09-27 13:35:47  1   15  84  0   0   0  
2025-09-27 13:35:47  1   15  84  0   0   0  
2025-09-27 13:35:48  1   11  88  0   0   0  
2025-09-27 13:35:48  1   15  84  0   0   0  
2025-09-27 13:35:48  1   15  84  0   0   0  
2025-09-27 13:35:49  1   15  84  0   0   0  
2025-09-27 13:35:49  1   12  87  0   0   0  
2025-09-27 13:35:49  1   15  84  0   0   0  
2025-09-27 13:35:50  1   15  84  0   0   0  
2025-09-27 13:35:50  1   11  88  0   0   0  
2025-09-27 13:35:50  1   15  84  0   0   0  
2025-09-27 13:35:51  1   15  84  0   0   0  
2025-09-27 13:35:51  1   13  86  0   0   0  
2025-09-27 13:35:51  1   13  86  0   0   0  
2025-09-27 13:35:52  1   15  84  0   0   0  
2025-09-27 13:35:52  1   12  87  0   0   0  
2025-09-27 13:35:52  1   12  87  0   0   0  
2025-09-27 13:35:53  1   16  82  0   0   0  
2025-09-27 13:35:53  1   16  83  0   0   0  
2025-09-27 13:35:53  1   12  87  0   0   0  
2025-09-27 13:35:54  1   15  84  0   0   0  
2025-09-27 13:35:54  1   15  84  0   0   0  
2025-09-27 13:35:54  1   12  87  0   0   0  
2025-09-27 13:35:55  1   13  86  0   0   0  
2025-09-27 13:35:55  1   15  84  0   0   0  
2025-09-27 13:35:55  1   15  84  0   0   0  
2025-09-27 13:35:56  1   11  88  0   0   0  
2025-09-27 13:35:56  1   16  83  0   0   0  
2025-09-27 13:35:56  1   16  82  0   0   0  
2025-09-27 13:35:57  2   13  85  0   0   0  
2025-09-27 13:35:57  1   15  84  0   0   0  
2025-09-27 13:35:57  1   15  84  0   0   0  
2025-09-27 13:35:58  1   12  88  0   0   0  
2025-09-27 13:35:58  1   15  84  0   0   0  
2025-09-27 13:35:58  1   16  83  0   0   0  
2025-09-27 13:35:59  1   15  83  0   0   0  
2025-09-27 13:35:59  1   13  86  0   0   0  
2025-09-27 13:35:59  1   16  83  0   0   0  
2025-09-27 13:36:00  1   16  83  0   0   0  
2025-09-27 13:36:00  1   12  88  0   0   0  
2025-09-27 13:36:00  2   17  81  0   0   0  
2025-09-27 13:36:01  2   17  81  0   0   0  
2025-09-27 13:36:01  1   13  86  0   0   0  
2025-09-27 13:36:01  1   13  86  0   0   0  
2025-09-27 13:36:02  1   16  83  0   0   0  
2025-09-27 13:36:02  1   14  86  0   0   0  
2025-09-27 13:36:02  1   11  89  0   0   0  
2025-09-27 13:36:03  1   15  84  0   0   0  
2025-09-27 13:36:03  1   15  84  0   0   0  
2025-09-27 13:36:03  1   12  87  0   0   0  
2025-09-27 13:36:04  1   15  84  0   0   0  
2025-09-27 13:36:04  1   15  84  0   0   0  
2025-09-27 13:36:04  1   12  87  0   0   0  
2025-09-27 13:36:05  1   13  86  0   0   0  
2025-09-27 13:36:05  1   16  84  0   0   0  
2025-09-27 13:36:05  1   15  84  0   0   0  
2025-09-27 13:36:06  1   11  88  0   0   0  
2025-09-27 13:36:06  1   16  83  0   0   0  
2025-09-27 13:36:06  1   16  83  0   0   0  
2025-09-27 13:36:07  1   13  86  0   0   0  
2025-09-27 13:36:07  1   15  84  0   0   0  
2025-09-27 13:36:07  0   15  85  0   0   0  
2025-09-27 13:36:08  1   12  88  0   0   0  
2025-09-27 13:36:08  2   17  81  0   0   0  
2025-09-27 13:36:08  2   17  81  0   0   0  
2025-09-27 13:36:09  2   16  82  0   0   0  
2025-09-27 13:36:09  1   11  89  0   0   0  
2025-09-27 13:36:09  1   15  84  0   0   0  
2025-09-27 13:36:10  1   15  84  0   0   0  
2025-09-27 13:36:10  1   11  88  0   0   0  
2025-09-27 13:36:10  1   15  84  0   0   0  
2025-09-27 13:36:11  1   15  84  0   0   0  
2025-09-27 13:36:11  1   14  85  0   0   0  
2025-09-27 13:36:11  1   12  87  0   0   0  
2025-09-27 13:36:12  1   15  84  0   0   0  
2025-09-27 13:36:12  1   12  87  0   0   0  
2025-09-27 13:36:12  1   11  88  0   0   0  
2025-09-27 13:36:13  1   15  84  0   0   0  
2025-09-27 13:36:13  1   15  84  0   0   0  
2025-09-27 13:36:13  1   14  85  0   0   0  
2025-09-27 13:36:14  1   16  84  0   0   0  
2025-09-27 13:36:14  1   15  84  0   0   0  
2025-09-27 13:36:14  1   12  87  0   0   0  
2025-09-27 13:36:15  1   13  85  0   0   0  
2025-09-27 13:36:15  1   16  83  0   0   0  
2025-09-27 13:36:15  1   14  85  0   0   0  
2025-09-27 13:36:16  1   12  88  0   0   0  
2025-09-27 13:36:16  2   17  81  0   0   0  
2025-09-27 13:36:16  2   17  81  0   0   0  
2025-09-27 13:36:17  2   14  84  0   0   0  
2025-09-27 13:36:17  1   15  84  0   0   0  
2025-09-27 13:36:17  1   15  84  0   0   0  
2025-09-27 13:36:18  1   12  87  0   0   0  
2025-09-27 13:36:18  1   15  83  0   0   0  
2025-09-27 13:36:18  1   15  83  0   0   0  
2025-09-27 13:36:19  1   14  85  0   0   0  
2025-09-27 13:36:19  1   12  88  0   0   0  
2025-09-27 13:36:19  1   15  84  0   0   0  
2025-09-27 13:36:20  1   15  84  0   0   0  
2025-09-27 13:36:20  1   11  88  0   0   0  
2025-09-27 13:36:20  1   15  83  0   0   0  
2025-09-27 13:36:21  1   15  83  0   0   0  
2025-09-27 13:36:21  1   14  84  0   0   0  
2025-09-27 13:36:21  1   13  86  0   0   0  
2025-09-27 13:36:22  1   16  83  0   0   0  
2025-09-27 13:36:22  1   12  88  0   0   0  
2025-09-27 13:36:22  1   12  88  0   0   0  
2025-09-27 13:36:23  1   17  82  0   0   0  
2025-09-27 13:36:23  1   17  82  0   0   0  
2025-09-27 13:36:23  2   15  84  0   0   0  
2025-09-27 13:36:24  1   16  83  0   0   0  
2025-09-27 13:36:24  2   16  82  0   0   0  
2025-09-27 13:36:24  2   12  86  0   0   0  
2025-09-27 13:36:25  2   13  86  0   0   0  
2025-09-27 13:36:25  1   15  84  0   0   0  
2025-09-27 13:36:25  1   15  84  0   0   0  
2025-09-27 13:36:26  1   13  86  0   0   0  
2025-09-27 13:36:26  1   17  82  0   0   0  
2025-09-27 13:36:26  1   17  82  0   0   0  
2025-09-27 13:36:27  1   13  86  0   0   0  
2025-09-27 13:36:27  1   15  84  0   0   0  
2025-09-27 13:36:27  1   15  83  0   0   0  
2025-09-27 13:36:28  1   11  88  0   0   0  
2025-09-27 13:36:28  1   15  84  0   0   0  
2025-09-27 13:36:28  1   15  84  0   0   0  
2025-09-27 13:36:29  1   14  85  0   0   0  
2025-09-27 13:36:29  1   11  88  0   0   0  
2025-09-27 13:36:29  1   16  83  0   0   0  
2025-09-27 13:36:30  1   15  83  0   0   0  
2025-09-27 13:36:30  1   12  87  0   0   0  
2025-09-27 13:36:30  1   16  83  0   0   0  
2025-09-27 13:36:31  1   16  82  0   0   0  
2025-09-27 13:36:31  1   14  84  0   0   0  
2025-09-27 13:36:31  1   13  86  0   0   0  
2025-09-27 13:36:32  1   15  84  0   0   0  
2025-09-27 13:36:32  1   12  87  0   0   0  
2025-09-27 13:36:32  1   12  88  0   0   0  
2025-09-27 13:36:33  1   16  83  0   0   0  
2025-09-27 13:36:33  1   16  83  0   0   0  
2025-09-27 13:36:33  1   14  85  0   0   0  
2025-09-27 13:36:34  1   17  82  0   0   0  
2025-09-27 13:36:34  1   17  82  0   0   0  
2025-09-27 13:36:34  1   13  86  0   0   0  
2025-09-27 13:36:35  1   12  87  0   0   0  
2025-09-27 13:36:35  1   15  83  0   0   0  
2025-09-27 13:36:35  1   16  83  0   0   0  
2025-09-27 13:36:36  1   13  86  0   0   0  
2025-09-27 13:36:36  1   16  83  0   0   0  
2025-09-27 13:36:36  1   16  83  0   0   0  
2025-09-27 13:36:37  1   13  86  0   0   0  
2025-09-27 13:36:37  1   16  83  0   0   0  
2025-09-27 13:36:37  1   16  83  0   0   0  
2025-09-27 13:36:38  1   12  87  0   0   0  
2025-09-27 13:36:38  1   13  86  0   0   0  
2025-09-27 13:36:38  1   15  85  0   0   0  
2025-09-27 13:36:39  1   15  85  0   0   0  
2025-09-27 13:36:39  1   12  87  0   0   0  
2025-09-27 13:36:39  1   15  84  0   0   0  
2025-09-27 13:36:40  1   15  84  0   0   0  
2025-09-27 13:36:40  1   11  88  0   0   0  
2025-09-27 13:36:40  1   16  84  0   0   0  
2025-09-27 13:36:41  1   16  83  0   0   0  
2025-09-27 13:36:41  0   13  87  0   0   0  
2025-09-27 13:36:41  1   11  88  0   0   0  
2025-09-27 13:36:42  1   15  84  0   0   0  
2025-09-27 13:36:42  1   13  86  0   0   0  
2025-09-27 13:36:42  1   12  87  0   0   0  
2025-09-27 13:36:43  1   15  84  0   0   0  
2025-09-27 13:36:43  1   15  84  0   0   0  
2025-09-27 13:36:43  1   13  87  0   0   0  
2025-09-27 13:36:44  1   15  84  0   0   0  
2025-09-27 13:36:44  1   15  84  0   0   0  
2025-09-27 13:36:44  1   12  88  0   0   0  
2025-09-27 13:36:45  1   12  86  0   0   0  
2025-09-27 13:36:45  2   17  81  0   0   0  
2025-09-27 13:36:46  2   17  80  0   0   0  
2025-09-27 13:36:46  1   15  83  0   0   0  
2025-09-27 13:36:46  1   17  82  0   0   0  
2025-09-27 13:36:47  1   17  82  0   0   0  
2025-09-27 13:36:47  1   13  86  0   0   0  
2025-09-27 13:36:47  1   16  83  0   0   0  
2025-09-27 13:36:48  1   15  83  0   0   0  
2025-09-27 13:36:48  1   11  88  0   0   0  
2025-09-27 13:36:48  1   13  86  0   0   0  
2025-09-27 13:36:49  1   15  84  0   0   0  
2025-09-27 13:36:49  1   15  84  0   0   0  
2025-09-27 13:36:49  1   13  86  0   0   0  
2025-09-27 13:36:50  1   16  83  0   0   0  
2025-09-27 13:36:50  1   16  83  0   0   0  
2025-09-27 13:36:50  0   12  87  0   0   0  
2025-09-27 13:36:51  1   15  84  0   0   0  
2025-09-27 13:36:51  1   16  83  0   0   0  
2025-09-27 13:36:51  1   13  86  0   0   0  
2025-09-27 13:36:52  1   12  88  0   0   0  
2025-09-27 13:36:52  1   15  84  0   0   0  
2025-09-27 13:36:52  1   13  86  0   0   0  
2025-09-27 13:36:53  1   12  87  0   0   0  
2025-09-27 13:36:53  1   15  84  0   0   0  
2025-09-27 13:36:53  1   15  84  0   0   0  
2025-09-27 13:36:54  1   13  86  0   0   0  
2025-09-27 13:36:54  1   15  85  0   0   0  
2025-09-27 13:36:54  1   15  84  0   0   0  
2025-09-27 13:36:55  1   12  87  0   0   0  
2025-09-27 13:36:55  1   11  88  0   0   0  
2025-09-27 13:36:55  1   15  84  0   0   0  
2025-09-27 13:36:56  1   15  84  0   0   0  
2025-09-27 13:36:56  1   13  85  0   0   0  
2025-09-27 13:36:56  1   18  81  0   0   0  
2025-09-27 13:36:57  2   18  80  0   0   0  
2025-09-27 13:36:57  1   14  85  0   0   0  
2025-09-27 13:36:57  1   15  84  0   0   0  
2025-09-27 13:36:58  1   15  84  0   0   0  
2025-09-27 13:36:58  1   12  88  0   0   0  
2025-09-27 13:36:58  1   14  85  0   0   0  
2025-09-27 13:36:59  1   16  83  0   0   0  
2025-09-27 13:36:59  1   16  83  0   0   0  
2025-09-27 13:36:59  1   12  87  0   0   0  
2025-09-27 13:37:00  1   15  84  0   0   0  
2025-09-27 13:37:00  1   15  84  0   0   0  
2025-09-27 13:37:00  1   12  87  0   0   0  
2025-09-27 13:37:01  1   14  85  0   0   0  
2025-09-27 13:37:01  1   15  84  0   0   0  
2025-09-27 13:37:01  1   13  87  0   0   0  
2025-09-27 13:37:02  1   12  87  0   0   0  
2025-09-27 13:37:02  1   15  84  0   0   0  
2025-09-27 13:37:02  1   13  86  0   0   0  
2025-09-27 13:37:03  1   12  88  0   0   0  
2025-09-27 13:37:03  1   15  84  0   0   0  
2025-09-27 13:37:03  1   16  84  0   0   0  
2025-09-27 13:37:04  1   14  86  0   0   0  
2025-09-27 13:37:04  1   15  84  0   0   0  
2025-09-27 13:37:04  1   15  83  0   0   0  
2025-09-27 13:37:05  1   12  87  0   0   0  
2025-09-27 13:37:05  1   12  88  0   0   0  
2025-09-27 13:37:05  1   15  84  0   0   0  
2025-09-27 13:37:06  1   15  84  0   0   0  
2025-09-27 13:37:06  1   14  85  0   0   0  
2025-09-27 13:37:06  1   17  82  0   0   0  
2025-09-27 13:37:07  1   17  81  0   0   0  
2025-09-27 13:37:07  1   13  86  0   0   0  
2025-09-27 13:37:07  1   16  83  0   0   0  
2025-09-27 13:37:08  1   15  84  0   0   0  
2025-09-27 13:37:08  2   12  86  0   0   0  
2025-09-27 13:37:08  2   13  86  0   0   0  
2025-09-27 13:37:09  2   15  83  0   0   0  
2025-09-27 13:37:09  1   15  84  0   0   0  
2025-09-27 13:37:09  1   14  85  0   0   0  
2025-09-27 13:37:10  1   16  83  0   0   0  
2025-09-27 13:37:10  1   16  83  0   0   0  
2025-09-27 13:37:10  1   12  87  0   0   0  
2025-09-27 13:37:11  1   13  86  0   0   0  
2025-09-27 13:37:11  1   16  83  0   0   0  
2025-09-27 13:37:11  1   13  86  0   0   0  
2025-09-27 13:37:12  1   14  85  0   0   0  
2025-09-27 13:37:12  1   16  82  0   0   0  
2025-09-27 13:37:12  1   15  84  0   0   0  
2025-09-27 13:37:13  1   13  86  0   0   0  
2025-09-27 13:37:13  1   16  83  0   0   0  
2025-09-27 13:37:13  1   16  83  0   0   0  
2025-09-27 13:37:14  1   13  86  0   0   0  
2025-09-27 13:37:14  1   15  84  0   0   0  
2025-09-27 13:37:14  1   16  83  0   0   0  
2025-09-27 13:37:15  1   13  85  0   0   0  
2025-09-27 13:37:15  1   12  87  0   0   0  
2025-09-27 13:37:15  1   15  84  0   0   0  
2025-09-27 13:37:16  1   15  84  0   0   0  
2025-09-27 13:37:16  1   14  84  0   0   0  
2025-09-27 13:37:16  1   17  81  0   0   0  
2025-09-27 13:37:17  1   17  82  0   0   0  
2025-09-27 13:37:17  1   13  86  0   0   0  
2025-09-27 13:37:17  1   15  84  0   0   0  
2025-09-27 13:37:18  1   15  84  0   0   0  
2025-09-27 13:37:18  1   12  88  0   0   0  
2025-09-27 13:37:18  1   12  87  0   0   0  
2025-09-27 13:37:19  1   15  84  0   0   0  
2025-09-27 13:37:19  1   15  83  0   0   0  
2025-09-27 13:37:19  1   14  85  0   0   0  
2025-09-27 13:37:20  1   16  83  0   0   0  
2025-09-27 13:37:20  1   16  83  0   0   0  
2025-09-27 13:37:20  1   11  87  0   0   0  
2025-09-27 13:37:21  1   13  85  0   0   0  
2025-09-27 13:37:21  1   15  84  0   0   0  
2025-09-27 13:37:21  1   13  86  0   0   0  
2025-09-27 13:37:22  1   13  86  0   0   0  
2025-09-27 13:37:22  1   15  84  0   0   0  
2025-09-27 13:37:22  1   13  86  0   0   0  
2025-09-27 13:37:23  1   12  87  0   0   0  
2025-09-27 13:37:23  1   16  82  0   0   0  
2025-09-27 13:37:23  1   16  83  0   0   0  
2025-09-27 13:37:24  1   14  85  0   0   0  
2025-09-27 13:37:24  1   13  86  0   0   0  
2025-09-27 13:37:24  1   16  83  0   0   0  
2025-09-27 13:37:25  1   13  86  0   0   0  
2025-09-27 13:37:25  1   14  85  0   0   0  
2025-09-27 13:37:25  1   16  82  0   0   0  
2025-09-27 13:37:26  1   17  81  0   0   0  
2025-09-27 13:37:26  1   14  84  0   0   0  
2025-09-27 13:37:26  2   17  81  0   0   0  
2025-09-27 13:37:27  2   16  82  0   0   0  
2025-09-27 13:37:27  1   13  85  0   0   0  
2025-09-27 13:37:27  1   16  83  0   0   0  
2025-09-27 13:37:28  1   16  83  0   0   0  
2025-09-27 13:37:28  1   12  87  0   0   0  
2025-09-27 13:37:28  1   12  88  0   0   0  
2025-09-27 13:37:29  1   15  83  0   0   0  
2025-09-27 13:37:29  1   16  83  0   0   0  
2025-09-27 13:37:30  1   14  85  0   0   0  
2025-09-27 13:37:30  1   16  83  0   0   0  
2025-09-27 13:37:30  1   15  84  0   0   0  
2025-09-27 13:37:31  1   13  86  0   0   0  
2025-09-27 13:37:31  1   13  87  0   0   0  
2025-09-27 13:37:31  1   16  84  0   0   0  
2025-09-27 13:37:32  1   13  87  0   0   0  
2025-09-27 13:37:32  1   14  85  0   0   0  
2025-09-27 13:37:32  1   15  84  0   0   0  
2025-09-27 13:37:33  1   14  85  0   0   0  
2025-09-27 13:37:33  1   12  87  0   0   0  
2025-09-27 13:37:33  1   16  84  0   0   0  
2025-09-27 13:37:34  1   15  84  0   0   0  
2025-09-27 13:37:34  1   14  85  0   0   0  
2025-09-27 13:37:34  1   12  87  0   0   0  
2025-09-27 13:37:35  1   15  84  0   0   0  
2025-09-27 13:37:35  0   12  88  0   0   0  
2025-09-27 13:37:35  1   14  85  0   0   0  
2025-09-27 13:37:36  1   16  83  0   0   0  
2025-09-27 13:37:36  1   16  83  0   0   0  
2025-09-27 13:37:36  1   14  85  0   0   0  
2025-09-27 13:37:37  1   17  82  0   0   0  
2025-09-27 13:37:37  1   16  83  0   0   0  
2025-09-27 13:37:37  1   13  86  0   0   0  
2025-09-27 13:37:38  1   14  84  0   0   0  
2025-09-27 13:37:38  1   15  83  0   0   0  
2025-09-27 13:37:38  1   11  87  0   0   0  
2025-09-27 13:37:39  1   12  87  0   0   0  
2025-09-27 13:37:39  1   15  84  0   0   0  
2025-09-27 13:37:39  1   15  84  0   0   0  
2025-09-27 13:37:40  1   15  84  0   0   0  
2025-09-27 13:37:40  1   15  83  0   0   0  
2025-09-27 13:37:40  1   15  84  0   0   0  
2025-09-27 13:37:41  1   11  88  0   0   0  
2025-09-27 13:37:41  1   12  87  0   0   0  
2025-09-27 13:37:41  1   15  84  0   0   0  
2025-09-27 13:37:42  1   13  86  0   0   0  
2025-09-27 13:37:42  1   15  84  0   0   0  
2025-09-27 13:37:42  1   16  83  0   0   0  
2025-09-27 13:37:43  1   13  85  0   0   0  
2025-09-27 13:37:43  1   13  86  0   0   0  
2025-09-27 13:37:43  2   17  81  0   0   0  
2025-09-27 13:37:44  2   17  81  0   0   0  
2025-09-27 13:37:44  2   15  83  0   0   0  
2025-09-27 13:37:44  1   12  87  0   0   0  
2025-09-27 13:37:45  1   16  83  0   0   0  
2025-09-27 13:37:45  1   12  87  0   0   0  
2025-09-27 13:37:45  1   15  84  0   0   0  
2025-09-27 13:37:46  2   16  82  0   0   0  
2025-09-27 13:37:46  2   17  82  0   0   0  
2025-09-27 13:37:46  1   13  86  0   0   0  
2025-09-27 13:37:47  1   17  82  0   0   0  
2025-09-27 13:37:47  1   17  81  0   0   0  
2025-09-27 13:37:47  1   16  82  0   0   0  
2025-09-27 13:37:48  1   15  84  0   0   0  
2025-09-27 13:37:48  1   15  84  0   0   0  
2025-09-27 13:37:48  1   12  87  0   0   0  
2025-09-27 13:37:49  1   13  86  0   0   0  
2025-09-27 13:37:49  1   15  84  0   0   0  
2025-09-27 13:37:49  1   15  84  0   0   0  
2025-09-27 13:37:50  1   13  86  0   0   0  
2025-09-27 13:37:50  1   15  84  0   0   0  
2025-09-27 13:37:50  1   15  84  0   0   0  
2025-09-27 13:37:51  1   13  87  0   0   0  
2025-09-27 13:37:51  1   12  88  0   0   0  
2025-09-27 13:37:51  2   16  83  0   0   0  
2025-09-27 13:37:52  2   14  85  0   0   0  
2025-09-27 13:37:52  2   15  83  0   0   0  
2025-09-27 13:37:52  1   16  83  0   0   0  
2025-09-27 13:37:53  1   13  86  0   0   0  
2025-09-27 13:37:53  1   12  87  0   0   0  
2025-09-27 13:37:53  1   15  84  0   0   0  
2025-09-27 13:37:54  1   16  84  0   0   0  
2025-09-27 13:37:54  1   15  84  0   0   0  
2025-09-27 13:37:54  1   11  88  0   0   0  
2025-09-27 13:37:55  1   16  84  0   0   0  
2025-09-27 13:37:55  1   12  87  0   0   0  
2025-09-27 13:37:55  1   15  84  0   0   0  
2025-09-27 13:37:56  1   16  83  0   0   0  
2025-09-27 13:37:56  1   15  84  0   0   0  
2025-09-27 13:37:56  1   12  87  0   0   0  
2025-09-27 13:37:57  1   17  83  0   0   0  
2025-09-27 13:37:57  1   17  82  0   0   0  
2025-09-27 13:37:57  1   16  83  0   0   0  
2025-09-27 13:37:58  1   13  86  0   0   0  
2025-09-27 13:37:58  1   14  84  0   0   0  
2025-09-27 13:37:58  1   11  88  0   0   0  
2025-09-27 13:37:59  1   14  86  0   0   0  
2025-09-27 13:37:59  1   16  83  0   0   0  
2025-09-27 13:37:59  1   15  84  0   0   0  
2025-09-27 13:38:00  1   13  86  0   0   0  
2025-09-27 13:38:00  1   15  84  0   0   0  
2025-09-27 13:38:00  1   15  84  0   0   0  
2025-09-27 13:38:01  1   13  86  0   0   0  
2025-09-27 13:38:01  1   12  88  0   0   0  
2025-09-27 13:38:01  1   16  83  0   0   0  
2025-09-27 13:38:02  1   14  85  0   0   0  
2025-09-27 13:38:02  1   16  84  0   0   0  
2025-09-27 13:38:02  1   16  83  0   0   0  
2025-09-27 13:38:03  1   13  86  0   0   0  
2025-09-27 13:38:03  1   12  87  0   0   0  
2025-09-27 13:38:03  1   16  84  0   0   0  
2025-09-27 13:38:04  1   16  84  0   0   0  
2025-09-27 13:38:04  1   15  84  0   0   0  
2025-09-27 13:38:04  1   11  88  0   0   0  
2025-09-27 13:38:05  1   15  84  0   0   0  
2025-09-27 13:38:05  1   11  88  0   0   0  
2025-09-27 13:38:05  1   15  84  0   0   0  
2025-09-27 13:38:06  1   15  84  0   0   0  
2025-09-27 13:38:06  1   16  84  0   0   0  
2025-09-27 13:38:06  1   13  87  0   0   0  
2025-09-27 13:38:07  1   17  82  0   0   0  
2025-09-27 13:38:07  1   17  82  0   0   0  
2025-09-27 13:38:07  1   15  84  0   0   0  
2025-09-27 13:38:08  1   13  86  0   0   0  
2025-09-27 13:38:08  1   15  84  0   0   0  
2025-09-27 13:38:08  1   12  88  0   0   0  
2025-09-27 13:38:09  1   12  87  0   0   0  
2025-09-27 13:38:09  1   14  84  0   0   0  
2025-09-27 13:38:09  1   14  85  0   0   0  
2025-09-27 13:38:10  1   15  85  0   0   0  
2025-09-27 13:38:10  1   14  85  0   0   0  
2025-09-27 13:38:10  1   15  84  0   0   0  
2025-09-27 13:38:11  1   12  87  0   0   0  
2025-09-27 13:38:11  0   12  87  0   0   0  
2025-09-27 13:38:11  1   16  84  0   0   0  
2025-09-27 13:38:12  1   14  85  0   0   0  
2025-09-27 13:38:12  1   15  84  0   0   0  
2025-09-27 13:38:12  1   15  84  0   0   0  
2025-09-27 13:38:13  1   12  87  0   0   0  
2025-09-27 13:38:13  1   11  88  0   0   0  
2025-09-27 13:38:13  1   15  84  0   0   0  
2025-09-27 13:38:14  1   15  84  0   0   0  
2025-09-27 13:38:14  1   15  84  0   0   0  
2025-09-27 13:38:14  1   11  87  0   0   0  
2025-09-27 13:38:15  1   15  84  0   0   0  
2025-09-27 13:38:15  1   11  88  0   0   0  
